doc_id,sentence_id,token_id,token,lemma,pos,entity
text161,3,7,SES,SES,PROPN,
text161,3,8,),),PUNCT,
text161,3,9,framework,framework,NOUN,
text161,3,10,was,be,AUX,
text161,3,11,used,use,VERB,
text161,3,12,as,as,ADP,
text161,3,13,a,a,DET,
text161,3,14,conceptual,conceptual,ADJ,
text161,3,15,foundation,foundation,NOUN,
text161,3,16,.,.,PUNCT,
text161,4,1,The,the,DET,
text161,4,2,generic,generic,ADJ,
text161,4,3,SES,SES,PROPN,ORG_B
text161,4,4,framework,framework,NOUN,
text161,4,5,was,be,AUX,
text161,4,6,adapted,adapt,VERB,
text161,4,7,to,to,ADP,
text161,4,8,the,the,DET,
text161,4,9,case,case,NOUN,
text161,4,10,of,of,ADP,
text161,4,11,the,the,DET,
text161,4,12,herder,herder,NOUN,
text161,4,13,-,-,PUNCT,
text161,4,14,community,community,NOUN,
text161,4,15,-,-,PUNCT,
text161,4,16,based,base,VERB,
text161,4,17,tourism,tourism,NOUN,
text161,4,18,system,system,NOUN,
text161,4,19,.,.,PUNCT,
text161,5,1,The,the,DET,
text161,5,2,adapted,adapted,ADJ,
text161,5,3,framework,framework,NOUN,
text161,5,4,was,be,AUX,
text161,5,5,then,then,ADV,
text161,5,6,used,use,VERB,
text161,5,7,to,to,PART,
text161,5,8,assess,assess,VERB,
text161,5,9,the,the,DET,
text161,5,10,economic,economic,ADJ,
text161,5,11,",",",",PUNCT,
text161,5,12,ecological,ecological,ADJ,
text161,5,13,",",",",PUNCT,
text161,5,14,and,and,CCONJ,
text161,5,15,social,social,ADJ,
text161,5,16,objectives,objective,NOUN,
text161,5,17,of,of,ADP,
text161,5,18,the,the,DET,
text161,5,19,herder,herder,NOUN,
text161,5,20,-,-,PUNCT,
text161,5,21,community,community,NOUN,
text161,5,22,-,-,PUNCT,
text161,5,23,based,base,VERB,
text161,5,24,tourism,tourism,NOUN,
text161,5,25,system,system,NOUN,
text161,5,26,characterised,characterise,VERB,
text161,5,27,by,by,ADP,
text161,5,28,natural,natural,ADJ,
text161,5,29,resources,resource,NOUN,
text161,5,30,and,and,CCONJ,
text161,5,31,cultural,cultural,ADJ,
text161,5,32,landscapes,landscape,NOUN,
text161,5,33,.,.,PUNCT,
text161,6,1,Primary,primary,ADJ,
text161,6,2,data,datum,NOUN,
text161,6,3,collection,collection,NOUN,
text161,6,4,included,include,VERB,
text161,6,5,interviews,interview,NOUN,
text161,6,6,with,with,ADP,
text161,6,7,key,key,ADJ,
text161,6,8,informants,informant,NOUN,
text161,6,9,in,in,ADP,
text161,6,10,the,the,DET,
text161,6,11,tourism,tourism,NOUN,
text161,6,12,sector,sector,NOUN,
text161,6,13,:,:,PUNCT,
text161,6,14,tourism,tourism,NOUN,
text161,6,15,researchers,researcher,NOUN,
text161,6,16,",",",",PUNCT,
text161,6,17,representatives,representative,NOUN,
text161,6,18,of,of,ADP,
text161,6,19,donor,donor,NOUN,
text161,6,20,projects,project,NOUN,
text161,6,21,",",",",PUNCT,
text161,6,22,managers,manager,NOUN,
text161,6,23,of,of,ADP,
text161,6,24,tour,tour,NOUN,
text161,6,25,operators,operator,NOUN,
text161,6,26,",",",",PUNCT,
text161,6,27,and,and,CCONJ,
text161,6,28,guides,guide,NOUN,
text161,6,29,.,.,PUNCT,
text161,7,1,Based,base,VERB,
text161,7,2,on,on,ADP,
text161,7,3,their,their,PRON,
text161,7,4,responses,response,NOUN,
text161,7,5,",",",",PUNCT,
text161,7,6,the,the,DET,
text161,7,7,study,study,NOUN,
text161,7,8,site,site,NOUN,
text161,7,9,was,be,AUX,
text161,7,10,selected,select,VERB,
text161,7,11,in,in,ADP,
text161,7,12,the,the,DET,
text161,7,13,buffer,buffer,NOUN,
text161,7,14,zone,zone,NOUN,
text161,7,15,of,of,ADP,
text161,7,16,the,the,DET,FAC_B
text161,7,17,Hustai,Hustai,PROPN,FAC_I
text161,7,18,National,National,PROPN,FAC_I
text161,7,19,Park,Park,PROPN,FAC_I
text161,7,20,",",",",PUNCT,
text161,7,21,which,which,PRON,
text161,7,22,is,be,AUX,
text161,7,23,a,a,DET,
text161,7,24,protected,protect,VERB,
text161,7,25,area,area,NOUN,
text161,7,26,.,.,PUNCT,
text161,8,1,Respondents,respondent,NOUN,
text161,8,2,in,in,ADP,
text161,8,3,the,the,DET,
text161,8,4,second,second,ADJ,ORDINAL_B
text161,8,5,stage,stage,NOUN,
text161,8,6,of,of,ADP,
text161,8,7,interviews,interview,NOUN,
text161,8,8,were,be,AUX,
text161,8,9,herders,herder,NOUN,
text161,8,10,who,who,PRON,
text161,8,11,participate,participate,VERB,
text161,8,12,in,in,ADP,
text161,8,13,herder,herder,NOUN,
text161,8,14,-,-,PUNCT,
text161,8,15,based,base,VERB,
text161,8,16,tourism,tourism,NOUN,
text161,8,17,and,and,CCONJ,
text161,8,18,who,who,PRON,
text161,8,19,live,live,VERB,
text161,8,20,in,in,ADP,
text161,8,21,the,the,DET,
text161,8,22,vicinity,vicinity,NOUN,
text161,8,23,of,of,ADP,
text161,8,24,the,the,DET,
text161,8,25,protected,protect,VERB,
text161,8,26,area,area,NOUN,
text161,8,27,.,.,PUNCT,
text161,9,1,Results,result,NOUN,
text161,9,2,show,show,VERB,
text161,9,3,that,that,SCONJ,
text161,9,4,the,the,DET,
text161,9,5,SES,SES,PROPN,ORG_B
text161,9,6,framework,framework,NOUN,
text161,9,7,is,be,AUX,
text161,9,8,able,able,ADJ,
text161,9,9,to,to,PART,
text161,9,10,diagnose,diagnose,VERB,
text161,9,11,the,the,DET,
text161,9,12,sustainability,sustainability,NOUN,
text161,9,13,of,of,ADP,
text161,9,14,the,the,DET,
text161,9,15,herder,herder,NOUN,
text161,9,16,-,-,PUNCT,
text161,9,17,community,community,NOUN,
text161,9,18,-,-,PUNCT,
text161,9,19,tourism,tourism,NOUN,
text161,9,20,system,system,NOUN,
text161,9,21,",",",",PUNCT,
text161,9,22,but,but,CCONJ,
text161,9,23,sustainability,sustainability,NOUN,
text161,9,24,outcomes,outcome,NOUN,
text161,9,25,indicate,indicate,VERB,
text161,9,26,an,an,DET,
text161,9,27,imbalance,imbalance,NOUN,
text161,9,28,between,between,ADP,
text161,9,29,social,social,ADJ,
text161,9,30,",",",",PUNCT,
text161,9,31,economic,economic,ADJ,
text161,9,32,",",",",PUNCT,
text161,9,33,and,and,CCONJ,
text161,9,34,environmental,environmental,ADJ,
text161,9,35,performance,performance,NOUN,
text161,9,36,.,.,PUNCT,
text161,10,1,The,the,DET,
text161,10,2,herder,herder,NOUN,
text161,10,3,-,-,PUNCT,
text161,10,4,community,community,NOUN,
text161,10,5,-,-,PUNCT,
text161,10,6,based,base,VERB,
text161,10,7,tourism,tourism,NOUN,
text161,10,8,system,system,NOUN,
text161,10,9,is,be,AUX,
text161,10,10,successful,successful,ADJ,
text161,10,11,in,in,ADP,
text161,10,12,conserving,conserve,VERB,
text161,10,13,wildlife,wildlife,NOUN,
text161,10,14,and,and,CCONJ,
text161,10,15,habitats,habitat,NOUN,
text161,10,16,;,;,PUNCT,
text161,10,17,however,however,ADV,
text161,10,18,",",",",PUNCT,
text161,10,19,the,the,DET,
text161,10,20,distribution,distribution,NOUN,
text161,10,21,of,of,ADP,
text161,10,22,revenues,revenue,NOUN,
text161,10,23,gained,gain,VERB,
text161,10,24,from,from,ADP,
text161,10,25,tourism,tourism,NOUN,
text161,10,26,shows,show,VERB,
text161,10,27,that,that,SCONJ,
text161,10,28,only,only,ADV,
text161,10,29,a,a,DET,
text161,10,30,small,small,ADJ,
text161,10,31,and,and,CCONJ,
text161,10,32,inequitable,inequitable,ADJ,
text161,10,33,share,share,NOUN,
text161,10,34,reaches,reach,VERB,
text161,10,35,the,the,DET,
text161,10,36,herder,herder,NOUN,
text161,10,37,community,community,NOUN,
text161,10,38,.,.,PUNCT,
text162,1,1,A,a,DET,
text162,1,2,critical,critical,ADJ,
text162,1,3,need,need,NOUN,
text162,1,4,exists,exist,VERB,
text162,1,5,to,to,PART,
text162,1,6,broaden,broaden,VERB,
text162,1,7,and,and,CCONJ,
text162,1,8,deepen,deepen,VERB,
text162,1,9,sustainability,sustainability,NOUN,
text162,1,10,information,information,NOUN,
text162,1,11,foundations,foundation,NOUN,
text162,1,12,that,that,PRON,
text162,1,13,can,can,AUX,
text162,1,14,foster,foster,VERB,
text162,1,15,growth,growth,NOUN,
text162,1,16,of,of,ADP,
text162,1,17,actionable,actionable,ADJ,
text162,1,18,knowledge,knowledge,NOUN,
text162,1,19,about,about,ADP,
text162,1,20,human,human,ADJ,
text162,1,21,-,-,PUNCT,
text162,1,22,environment,environment,NOUN,
text162,1,23,relations,relation,NOUN,
text162,1,24,to,to,PART,
text162,1,25,address,address,VERB,
text162,1,26,grand,grand,ADJ,
text162,1,27,challenges,challenge,NOUN,
text162,1,28,in,in,ADP,
text162,1,29,sustainable,sustainable,ADJ,
text162,1,30,system,system,NOUN,
text162,1,31,domains,domain,NOUN,
text162,1,32,such,such,ADJ,
text162,1,33,as,as,ADP,
text162,1,34,sustainable,sustainable,ADJ,
text162,1,35,development,development,NOUN,
text162,1,36,",",",",PUNCT,
text162,1,37,social,social,ADJ,
text162,1,38,-,-,PUNCT,
text162,1,39,ecological,ecological,ADJ,
text162,1,40,systems,system,NOUN,
text162,1,41,",",",",PUNCT,
text162,1,42,and,and,CCONJ,
text162,1,43,hazards,hazard,NOUN,
text162,1,44,influencing,influence,VERB,
text162,1,45,global,global,ADJ,
text162,1,46,environmental,environmental,ADJ,
text162,1,47,change,change,NOUN,
text162,1,48,.,.,PUNCT,
text162,2,1,Broad,broad,ADV,
text162,2,2,-,-,PUNCT,
text162,2,3,based,base,VERB,
text162,2,4,information,information,NOUN,
text162,2,5,is,be,AUX,
text162,2,6,needed,need,VERB,
text162,2,7,to,to,PART,
text162,2,8,integrate,integrate,VERB,
text162,2,9,across,across,ADP,
text162,2,10,domains,domain,NOUN,
text162,2,11,to,to,PART,
text162,2,12,address,address,VERB,
text162,2,13,sustainability,sustainability,NOUN,
text162,2,14,problems,problem,NOUN,
text162,2,15,cast,cast,VERB,
text162,2,16,as,as,ADP,
text162,2,17,complex,complex,ADJ,
text162,2,18,systems,system,NOUN,
text162,2,19,problems,problem,NOUN,
text162,2,20,that,that,PRON,
text162,2,21,vary,vary,VERB,
text162,2,22,widely,widely,ADV,
text162,2,23,across,across,ADP,
text162,2,24,space,space,NOUN,
text162,2,25,and,and,CCONJ,
text162,2,26,time,time,NOUN,
text162,2,27,.,.,PUNCT,
text162,3,1,Deep,deep,ADV,
text162,3,2,-,-,PUNCT,
text162,3,3,based,base,VERB,
text162,3,4,information,information,NOUN,
text162,3,5,is,be,AUX,
text162,3,6,needed,need,VERB,
text162,3,7,to,to,PART,
text162,3,8,address,address,VERB,
text162,3,9,nuanced,nuance,VERB,
text162,3,10,and,and,CCONJ,
text162,3,11,contextual,contextual,ADJ,
text162,3,12,relationships,relationship,NOUN,
text162,3,13,that,that,PRON,
text162,3,14,exist,exist,VERB,
text162,3,15,within,within,ADP,
text162,3,16,and,and,CCONJ,
text162,3,17,across,across,ADP,
text162,3,18,domains,domain,NOUN,
text162,3,19,.,.,PUNCT,
text162,4,1,Both,both,DET,
text162,4,2,broad,broad,ADJ,
text162,4,3,and,and,CCONJ,
text162,4,4,deep,deep,ADJ,
text162,4,5,information,information,NOUN,
text162,4,6,together,together,ADV,
text162,4,7,are,be,AUX,
text162,4,8,needed,need,VERB,
text162,4,9,to,to,PART,
text162,4,10,better,well,ADV,
text162,4,11,address,address,VERB,
text162,4,12,spatial,spatial,ADJ,
text162,4,13,-,-,PUNCT,
text162,4,14,temporal,temporal,ADJ,
text162,4,15,dynamics,dynamic,NOUN,
text162,4,16,in,in,ADP,
text162,4,17,complex,complex,ADJ,
text162,4,18,sustainable,sustainable,ADJ,
text162,4,19,systems,system,NOUN,
text162,4,20,.,.,PUNCT,
text162,5,1,According,accord,VERB,
text162,5,2,to,to,ADP,
text162,5,3,many,many,ADJ,
text162,5,4,publications,publication,NOUN,
text162,5,5,",",",",PUNCT,
text162,5,6,the,the,DET,
text162,5,7,concept,concept,NOUN,
text162,5,8,of,of,ADP,
text162,5,9,sustainable,sustainable,ADJ,
text162,5,10,systems,system,NOUN,
text162,5,11,is,be,AUX,
text162,5,12,considered,consider,VERB,
text162,5,13,to,to,PART,
text162,5,14,be,be,AUX,
text162,5,15,at,at,ADP,
text162,5,16,the,the,DET,
text162,5,17,core,core,NOUN,
text162,5,18,of,of,ADP,
text162,5,19,self,self,NOUN,
text162,5,20,-,-,PUNCT,
text162,5,21,organizing,organize,VERB,
text162,5,22,systems,system,NOUN,
text162,5,23,;,;,PUNCT,
text162,5,24,and,and,CCONJ,
text162,5,25,in,in,ADP,
text162,5,26,turn,turn,NOUN,
text162,5,27,",",",",PUNCT,
text162,5,28,the,the,DET,
text162,5,29,concept,concept,NOUN,
text162,5,30,of,of,ADP,
text162,5,31,self,self,NOUN,
text162,5,32,-,-,PUNCT,
text162,5,33,organizing,organize,VERB,
text162,5,34,systems,system,NOUN,
text162,5,35,is,be,AUX,
text162,5,36,at,at,ADP,
text162,5,37,the,the,DET,
text162,5,38,core,core,NOUN,
text162,5,39,of,of,ADP,
text162,5,40,social,social,ADJ,
text162,5,41,-,-,PUNCT,
text162,5,42,ecological,ecological,ADJ,
text162,5,43,systems,system,NOUN,
text162,5,44,",",",",PUNCT,
text162,5,45,coupled,couple,VERB,
text162,5,46,natural,natural,ADJ,
text162,5,47,-,-,PUNCT,
text162,5,48,human,human,NOUN,
text162,5,49,systems,system,NOUN,
text162,5,50,",",",",PUNCT,
text162,5,51,and,and,CCONJ,
text162,5,52,human,human,ADJ,
text162,5,53,-,-,PUNCT,
text162,5,54,environment,environment,NOUN,
text162,5,55,systems,system,NOUN,
text162,5,56,.,.,PUNCT,
text162,6,1,The,the,DET,
text162,6,2,sustainable,sustainable,ADJ,
text162,6,3,systems,system,NOUN,
text162,6,4,concept,concept,NOUN,
text162,6,5,is,be,AUX,
text162,6,6,elucidated,elucidate,VERB,
text162,6,7,in,in,ADP,
text162,6,8,terms,term,NOUN,
text162,6,9,of,of,ADP,
text162,6,10,ontological,ontological,ADJ,
text162,6,11,and,and,CCONJ,
text162,6,12,epistemological,epistemological,ADJ,
text162,6,13,foundations,foundation,NOUN,
text162,6,14,from,from,ADP,
text162,6,15,geographic,geographic,ADJ,
text162,6,16,information,information,NOUN,
text162,6,17,representation,representation,NOUN,
text162,6,18,theory,theory,NOUN,
text162,6,19,.,.,PUNCT,
text162,7,1,A,a,DET,
text162,7,2,framework,framework,NOUN,
text162,7,3,for,for,ADP,
text162,7,4,Measurement,Measurement,PROPN,
text162,7,5,-,-,PUNCT,
text162,7,6,informed,inform,VERB,
text162,7,7,Ontology,Ontology,PROPN,ORG_B
text162,7,8,and,and,CCONJ,ORG_I
text162,7,9,Epistemology,Epistemology,PROPN,ORG_I
text162,7,10,for,for,ADP,ORG_I
text162,7,11,Sustainability,Sustainability,PROPN,ORG_I
text162,7,12,Information,Information,PROPN,ORG_I
text162,7,13,Representation,Representation,PROPN,ORG_I
text162,7,14,",",",",PUNCT,
text162,7,15,drawing,draw,VERB,
text162,7,16,from,from,ADP,
text162,7,17,research,research,NOUN,
text162,7,18,about,about,ADP,
text162,7,19,ontology,ontology,NOUN,
text162,7,20,and,and,CCONJ,
text162,7,21,epistemology,epistemology,NOUN,
text162,7,22,in,in,ADP,
text162,7,23,geographic,geographic,ADJ,
text162,7,24,information,information,NOUN,
text162,7,25,science,science,NOUN,
text162,7,26,",",",",PUNCT,
text162,7,27,provides,provide,VERB,
text162,7,28,the,the,DET,
text162,7,29,foundation,foundation,NOUN,
text162,7,30,for,for,ADP,
text162,7,31,elucidating,elucidate,VERB,
text162,7,32,concepts,concept,NOUN,
text162,7,33,and,and,CCONJ,
text162,7,34,relations,relation,NOUN,
text162,7,35,about,about,ADP,
text162,7,36,sustainability,sustainability,NOUN,
text162,7,37,information,information,NOUN,
text162,7,38,representation,representation,NOUN,
text162,7,39,in,in,ADP,
text162,7,40,general,general,ADJ,
text162,7,41,and,and,CCONJ,
text162,7,42,sustainable,sustainable,ADJ,
text162,7,43,systems,system,NOUN,
text162,7,44,in,in,ADP,
text162,7,45,particular,particular,ADJ,
text162,7,46,.,.,PUNCT,
text162,8,1,The,the,DET,
text162,8,2,framework,framework,NOUN,
text162,8,3,is,be,AUX,
text162,8,4,developed,develop,VERB,
text162,8,5,to,to,PART,
text162,8,6,form,form,VERB,
text162,8,7,a,a,DET,
text162,8,8,core,core,NOUN,
text162,8,9,of,of,ADP,
text162,8,10,sustainability,sustainability,NOUN,
text162,8,11,information,information,NOUN,
text162,8,12,representation,representation,NOUN,
text162,8,13,theory,theory,NOUN,
text162,8,14,",",",",PUNCT,
text162,8,15,and,and,CCONJ,
text162,8,16,consequently,consequently,ADV,
text162,8,17,provides,provide,VERB,
text162,8,18,a,a,DET,
text162,8,19,basis,basis,NOUN,
text162,8,20,for,for,ADP,
text162,8,21,articulating,articulate,VERB,
text162,8,22,first,first,ADJ,ORDINAL_B
text162,8,23,principles,principle,NOUN,
text162,8,24,about,about,ADP,
text162,8,25,the,the,DET,
text162,8,26,character,character,NOUN,
text162,8,27,of,of,ADP,
text162,8,28,space,space,NOUN,
text162,8,29,-,-,PUNCT,
text162,8,30,time,time,NOUN,
text162,8,31,data,datum,NOUN,
text162,8,32,models,model,NOUN,
text162,8,33,that,that,PRON,
text162,8,34,can,can,AUX,
text162,8,35,be,be,AUX,
text162,8,36,used,use,VERB,
text162,8,37,to,to,PART,
text162,8,38,create,create,VERB,
text162,8,39,computational,computational,ADJ,
text162,8,40,models,model,NOUN,
text162,8,41,within,within,ADP,
text162,8,42,geographic,geographic,ADJ,
text162,8,43,information,information,NOUN,
text162,8,44,systems,system,NOUN,
text162,8,45,(,(,PUNCT,
text162,8,46,GIS,GIS,PROPN,ORG_B
text162,8,47,),),PUNCT,
text162,8,48,.,.,PUNCT,
text162,9,1,An,an,DET,
text162,9,2,example,example,NOUN,
text162,9,3,applies,apply,VERB,
text162,9,4,the,the,DET,
text162,9,5,framework,framework,NOUN,
text162,9,6,to,to,ADP,
text162,9,7,common,common,ADJ,
text162,9,8,pool,pool,NOUN,
text162,9,9,resources,resource,NOUN,
text162,9,10,as,as,ADP,
text162,9,11,sustainable,sustainable,ADJ,
text162,9,12,systems,system,NOUN,
text162,9,13,.,.,PUNCT,
text162,10,1,Developing,develop,VERB,
text162,10,2,the,the,DET,
text162,10,3,framework,framework,NOUN,
text162,10,4,and,and,CCONJ,
text162,10,5,exploring,explore,VERB,
text162,10,6,an,an,DET,
text162,10,7,example,example,NOUN,
text162,10,8,fosters,foster,NOUN,
text162,10,9,intellectual,intellectual,ADJ,
text162,10,10,bridge,bridge,NOUN,
text162,10,11,building,building,NOUN,
text162,10,12,between,between,ADP,
text162,10,13,sustainability,sustainability,NOUN,
text162,10,14,science,science,NOUN,
text162,10,15,and,and,CCONJ,
text162,10,16,sustainability,sustainability,NOUN,
text162,10,17,management,management,NOUN,
text162,10,18,in,in,ADP,
text162,10,19,the,the,DET,
text162,10,20,form,form,NOUN,
text162,10,21,of,of,ADP,
text162,10,22,a,a,DET,
text162,10,23,sustainability,sustainability,NOUN,
text162,10,24,information,information,NOUN,
text162,10,25,science,science,NOUN,
text162,10,26,.,.,PUNCT,
text162,11,1,That,that,DET,
text162,11,2,intellectual,intellectual,ADJ,
text162,11,3,bridge,bridge,NOUN,
text162,11,4,building,building,NOUN,
text162,11,5,of,of,ADP,
text162,11,6,sustainability,sustainability,NOUN,
text162,11,7,information,information,NOUN,
text162,11,8,science,science,PROPN,
text162,11,9,supports,support,VERB,
text162,11,10,societal,societal,ADJ,
text162,11,11,progress,progress,NOUN,
text162,11,12,moving,move,VERB,
text162,11,13,knowledge,knowledge,NOUN,
text162,11,14,into,into,ADP,
text162,11,15,decision,decision,NOUN,
text162,11,16,action,action,NOUN,
text162,11,17,toward,toward,ADP,
text162,11,18,sustainable,sustainable,ADJ,
text162,11,19,development,development,NOUN,
text162,11,20,",",",",PUNCT,
text162,11,21,encouraging,encourage,VERB,
text162,11,22,new,new,ADJ,
text162,11,23,insight,insight,NOUN,
text162,11,24,for,for,ADP,
text162,11,25,designs,design,NOUN,
text162,11,26,of,of,ADP,
text162,11,27,space,space,NOUN,
text162,11,28,-,-,PUNCT,
text162,11,29,time,time,NOUN,
text162,11,30,data,data,NOUN,
text162,11,31,models,model,NOUN,
text162,11,32,",",",",PUNCT,
text162,11,33,and,and,CCONJ,
text162,11,34,extending,extend,VERB,
text162,11,35,GIS,GIS,PROPN,ORG_B
text162,11,36,as,as,ADP,
text162,11,37,an,an,DET,
text162,11,38,information,information,NOUN,
text162,11,39,technology,technology,NOUN,
text162,11,40,foundation,foundation,NOUN,
text162,11,41,for,for,ADP,
text162,11,42,sustainability,sustainability,NOUN,
text162,11,43,management,management,NOUN,
text162,11,44,.,.,PUNCT,
text162,12,1,Conclusions,conclusion,NOUN,
text162,12,2,and,and,CCONJ,
text162,12,3,directions,direction,NOUN,
text162,12,4,for,for,ADP,
text162,12,5,next,next,ADJ,
text162,12,6,steps,step,NOUN,
text162,12,7,in,in,ADP,
text162,12,8,research,research,NOUN,
text162,12,9,about,about,ADP,
text162,12,10,sustainability,sustainability,NOUN,
text162,12,11,information,information,NOUN,
text162,12,12,representation,representation,NOUN,
text162,12,13,theory,theory,NOUN,
text162,12,14,in,in,ADP,
text162,12,15,general,general,ADJ,
text162,12,16,and,and,CCONJ,
text162,12,17,sustainable,sustainable,ADJ,
text162,12,18,systems,system,NOUN,
text162,12,19,in,in,ADP,
text162,12,20,particular,particular,ADJ,
text162,12,21,are,be,AUX,
text162,12,22,offered,offer,VERB,
text162,12,23,.,.,PUNCT,
text163,1,1,Real,real,ADJ,
text163,1,2,world,world,NOUN,
text163,1,3,observations,observation,NOUN,
text163,1,4,suggest,suggest,VERB,
text163,1,5,that,that,SCONJ,
text163,1,6,social,social,ADJ,
text163,1,7,norms,norm,NOUN,
text163,1,8,of,of,ADP,
text163,1,9,cooperation,cooperation,NOUN,
text163,1,10,can,can,AUX,
text163,1,11,be,be,AUX,
text163,1,12,effective,effective,ADJ,
text163,1,13,in,in,ADP,
text163,1,14,overcoming,overcome,VERB,
text163,1,15,social,social,ADJ,
text163,1,16,dilemmas,dilemma,NOUN,
text163,1,17,such,such,ADJ,
text163,1,18,as,as,ADP,
text163,1,19,the,the,DET,
text163,1,20,joint,joint,ADJ,
text163,1,21,management,management,NOUN,
text163,1,22,of,of,ADP,
text163,1,23,a,a,DET,
text163,1,24,common,common,ADJ,
text163,1,25,pool,pool,NOUN,
text163,1,26,resource,resource,NOUN,
text163,1,27,-,-,PUNCT,
text163,1,28,but,but,CCONJ,
text163,1,29,also,also,ADV,
text163,1,30,that,that,SCONJ,
text163,1,31,they,they,PRON,
text163,1,32,can,can,AUX,
text163,1,33,be,be,AUX,
text163,1,34,subject,subject,ADJ,
text163,1,35,to,to,ADP,
text163,1,36,slow,slow,ADJ,
text163,1,37,erosion,erosion,NOUN,
text163,1,38,and,and,CCONJ,
text163,1,39,sudden,sudden,ADJ,
text163,1,40,collapse,collapse,NOUN,
text163,1,41,.,.,PUNCT,
text163,2,1,We,we,PRON,
text163,2,2,show,show,VERB,
text163,2,3,that,that,SCONJ,
text163,2,4,these,these,DET,
text163,2,5,patterns,pattern,NOUN,
text163,2,6,of,of,ADP,
text163,2,7,erosion,erosion,NOUN,
text163,2,8,and,and,CCONJ,
text163,2,9,collapse,collapse,NOUN,
text163,2,10,emerge,emerge,VERB,
text163,2,11,endogenously,endogenously,ADV,
text163,2,12,in,in,ADP,
text163,2,13,a,a,DET,
text163,2,14,model,model,NOUN,
text163,2,15,of,of,ADP,
text163,2,16,a,a,DET,
text163,2,17,closed,closed,ADJ,
text163,2,18,community,community,NOUN,
text163,2,19,harvesting,harvest,VERB,
text163,2,20,a,a,DET,
text163,2,21,renewable,renewable,ADJ,
text163,2,22,natural,natural,ADJ,
text163,2,23,resource,resource,NOUN,
text163,2,24,in,in,ADP,
text163,2,25,which,which,PRON,
text163,2,26,individual,individual,ADJ,
text163,2,27,agents,agent,NOUN,
text163,2,28,face,face,VERB,
text163,2,29,the,the,DET,
text163,2,30,temptation,temptation,NOUN,
text163,2,31,to,to,PART,
text163,2,32,overexploit,overexploit,VERB,
text163,2,33,the,the,DET,
text163,2,34,resource,resource,NOUN,
text163,2,35,",",",",PUNCT,
text163,2,36,while,while,SCONJ,
text163,2,37,a,a,DET,
text163,2,38,cooperative,cooperative,ADJ,
text163,2,39,harvesting,harvesting,NOUN,
text163,2,40,norm,norm,NOUN,
text163,2,41,spreads,spread,VERB,
text163,2,42,through,through,ADP,
text163,2,43,the,the,DET,
text163,2,44,community,community,NOUN,
text163,2,45,via,via,ADP,
text163,2,46,interpersonal,interpersonal,ADJ,
text163,2,47,relations,relation,NOUN,
text163,2,48,.,.,PUNCT,
text163,3,1,We,we,PRON,
text163,3,2,analyze,analyze,VERB,
text163,3,3,under,under,ADP,
text163,3,4,what,what,PRON,
text163,3,5,circumstances,circumstance,NOUN,
text163,3,6,small,small,ADJ,
text163,3,7,changes,change,NOUN,
text163,3,8,in,in,ADP,
text163,3,9,key,key,ADJ,
text163,3,10,parameters,parameter,NOUN,
text163,3,11,(,(,PUNCT,
text163,3,12,including,include,VERB,
text163,3,13,the,the,DET,
text163,3,14,size,size,NOUN,
text163,3,15,of,of,ADP,
text163,3,16,the,the,DET,
text163,3,17,community,community,NOUN,
text163,3,18,",",",",PUNCT,
text163,3,19,and,and,CCONJ,
text163,3,20,the,the,DET,
text163,3,21,rate,rate,NOUN,
text163,3,22,of,of,ADP,
text163,3,23,technological,technological,ADJ,
text163,3,24,progress,progress,NOUN,
text163,3,25,),),PUNCT,
text163,3,26,trigger,trigger,VERB,
text163,3,27,catastrophic,catastrophic,ADJ,
text163,3,28,transitions,transition,NOUN,
text163,3,29,from,from,ADP,
text163,3,30,relatively,relatively,ADV,
text163,3,31,high,high,ADJ,
text163,3,32,levels,level,NOUN,
text163,3,33,of,of,ADP,
text163,3,34,cooperation,cooperation,NOUN,
text163,3,35,to,to,ADP,
text163,3,36,widespread,widespread,ADJ,
text163,3,37,norm,norm,NOUN,
text163,3,38,violation,violation,NOUN,
text163,3,39,-,-,PUNCT,
text163,3,40,causing,cause,VERB,
text163,3,41,the,the,DET,
text163,3,42,social,social,ADJ,
text163,3,43,-,-,PUNCT,
text163,3,44,ecological,ecological,ADJ,
text163,3,45,system,system,NOUN,
text163,3,46,to,to,PART,
text163,3,47,collapse,collapse,VERB,
text163,3,48,.,.,PUNCT,
text163,4,1,(,(,PUNCT,
text163,4,2,C,c,NOUN,
text163,4,3,),),PUNCT,
text163,4,4,2013,2013,NUM,DATE_B
text163,5,1,The,the,DET,
text163,5,2,Authors,Authors,PROPN,
text163,5,3,.,.,PUNCT,
text163,6,1,Published,publish,VERB,
text163,6,2,by,by,ADP,
text163,6,3,Elsevier,elsevi,ADJ,ORG_B
text163,6,4,Inc.,Inc.,PROPN,ORG_I
text163,7,1,All,all,DET,
text163,7,2,rights,right,NOUN,
text163,7,3,reserved,reserve,VERB,
text163,7,4,.,.,PUNCT,
text164,1,1,A,a,DET,
text164,1,2,set,set,NOUN,
text164,1,3,of,of,ADP,
text164,1,4,freshwater,freshwater,NOUN,
text164,1,5,fisheries,fishery,NOUN,
text164,1,6,management,management,NOUN,
text164,1,7,institutions,institution,NOUN,
text164,1,8,in,in,ADP,
text164,1,9,the,the,DET,
text164,1,10,central,central,ADJ,
text164,1,11,Brazilian,brazilian,ADJ,NORP_B
